,timestamp,enhanced_altitude,enhanced_speed,utc_timestamp,timestamp_ms,heading,velocity,position_lat,position_long
108,74,18.600000000000023,0.0,2018-06-01 10:14:46,505,359.33,"(0.0, 0.0, 0.01)",52.40785997360945,13.073226800188422
109,74,18.600000000000023,0.0,2018-06-01 10:14:46,605,359.33,"(0.0, 0.0, 0.0)",52.40786005742848,13.073226464912295
110,74,18.600000000000023,0.0,2018-06-01 10:14:46,705,359.33,"(0.0, 0.0, 0.0)",52.40786014124751,13.073226045817137
111,74,18.600000000000023,0.0,2018-06-01 10:14:47,805,359.33,"(0.0, 0.0, 0.0)",52.40786005742848,13.073225626721978
112,74,18.600000000000023,0.0,2018-06-01 10:14:47,905,359.33,"(0.0, 0.0, 0.0)",52.40785997360945,13.07322520762682
113,75,18.600000000000023,0.0,2018-06-01 10:14:47,5,359.33,"(0.0, 0.0, 0.0)",52.40785997360945,13.073224956169724
114,75,18.600000000000023,0.0,2018-06-01 10:14:48,805,359.33,"(0.0, 0.0, 0.0)",52.40786139853299,13.073224034160376
115,75,18.600000000000023,0.0,2018-06-01 10:14:48,905,359.33,"(0.0, 0.0, 0.0)",52.407861314713955,13.073223698884249
116,76,18.600000000000023,0.0,2018-06-01 10:14:48,5,359.33,"(0.0, 0.0, 0.0)",52.407861314713955,13.07322327978909
117,76,18.600000000000023,0.0,2018-06-01 10:14:48,105,359.33,"(0.0, 0.0, 0.0)",52.40786123089492,13.073222944512963
118,76,18.399999999999977,0.0,2018-06-01 10:14:49,805,359.33,"(0.0, 0.0, 0.0)",52.40786349400878,13.073221854865551
119,77,18.399999999999977,0.0,2018-06-01 10:14:50,805,359.33,"(0.0, 0.0, -0.02)",52.40786659531295,13.073220262303948
120,78,18.399999999999977,0.0,2018-06-01 10:14:51,805,359.33,"(0.0, 0.0, 0.0)",52.40787036716938,13.07321791537106
121,79,18.399999999999977,0.0,2018-06-01 10:14:52,805,359.33,"(0.0, 0.0, 0.0)",52.4078743904829,13.073215233162045
122,80,18.399999999999977,0.0,2018-06-01 10:14:53,805,359.33,"(0.0, 0.0, 0.03)",52.40787950344384,13.073211461305618
123,81,18.600000000000023,0.0,2018-06-01 10:14:54,805,359.33,"(0.0, 0.0, 0.03)",52.407881347462535,13.073208192363381
124,81,18.600000000000023,0.0,2018-06-01 10:14:54,905,359.33,"(0.0, 0.0, 0.03)",52.407881347462535,13.073208443820477
125,82,18.600000000000023,0.0,2018-06-01 10:14:55,805,359.33,"(0.0, 0.0, 0.03)",52.40788067691028,13.07320668362081
126,83,18.600000000000023,0.0,2018-06-01 10:14:56,805,359.33,"(0.0, 0.0, 0.0)",52.40788109600544,13.073202660307288
127,84,18.600000000000023,0.0,2018-06-01 10:14:57,805,359.33,"(0.0, 0.0, 0.0)",52.40788067691028,13.073197044432163
128,85,18.600000000000023,0.0,2018-06-01 10:14:58,805,359.33,"(0.0, 0.0, 0.0)",52.40788394585252,13.0731900036335
129,85,18.600000000000023,0.0,2018-06-01 10:14:58,905,359.33,"(0.0, 0.0, 0.0)",52.40788394585252,13.073189333081245
130,86,18.600000000000023,0.0,2018-06-01 10:14:59,805,359.33,"(0.0, 0.0, -0.03)",52.40788788534701,13.073184136301279
131,87,18.600000000000023,0.0,2018-06-01 10:15:00,805,359.33,"(0.0, 0.0, 0.0)",52.40788956172764,13.073180196806788
132,87,18.600000000000023,0.0,2018-06-01 10:15:00,905,359.33,"(0.0, 0.0, 0.0)",52.407889226451516,13.07317977771163
133,88,18.600000000000023,0.0,2018-06-01 10:15:01,805,359.33,"(0.0, 0.0, 0.0)",52.40789006464183,13.073177430778742
134,89,18.600000000000023,0.0,2018-06-01 10:15:02,805,359.33,"(0.0, 0.0, 0.01)",52.407889645546675,13.0731744132936
135,90,18.600000000000023,0.0,2018-06-01 10:15:03,805,359.33,"(0.0, 0.0, 0.0)",52.407887214794755,13.073173994198442
136,91,18.600000000000023,0.0,2018-06-01 10:15:04,805,359.33,"(0.0, 0.0, 0.0)",52.40788738243282,13.073172820731997
137,91,18.600000000000023,0.0,2018-06-01 10:15:04,905,359.33,"(0.0, 0.0, 0.0)",52.40788738243282,13.073172569274902
138,92,18.799999999999955,0.0,2018-06-01 10:15:04,5,359.33,"(0.0, 0.0, 0.0)",52.40788746625185,13.073172401636839
139,92,18.799999999999955,0.0,2018-06-01 10:15:04,105,359.33,"(0.0, 0.0, 0.0)",52.40788755007088,13.073172233998775
140,92,18.799999999999955,0.0,2018-06-01 10:15:04,205,359.33,"(0.0, 0.0, 0.0)",52.407887633889914,13.073172066360712
141,92,18.799999999999955,0.0,2018-06-01 10:15:04,305,359.33,"(0.0, 0.0, 0.0)",52.407887717708945,13.07317198254168
142,92,18.799999999999955,0.0,2018-06-01 10:15:04,405,359.33,"(0.0, 0.0, 0.0)",52.40788788534701,13.073171731084585
143,92,18.799999999999955,0.0,2018-06-01 10:15:04,505,359.33,"(0.0, 0.0, 0.0)",52.40788805298507,13.073171563446522
144,92,18.799999999999955,0.0,2018-06-01 10:15:04,605,359.33,"(0.0, 0.0, 0.0)",52.407888220623136,13.073171311989427
145,92,18.799999999999955,0.0,2018-06-01 10:15:04,705,359.33,"(0.0, 0.0, 0.0)",52.40788847208023,13.073171060532331
146,92,18.799999999999955,0.0,2018-06-01 10:15:05,805,359.33,"(0.0, 0.0, 0.0)",52.40788855589926,13.073170809075236
147,92,18.799999999999955,0.0,2018-06-01 10:15:05,905,359.33,"(0.0, 0.0, 0.0)",52.40788855589926,13.073170641437173
148,93,18.799999999999955,0.0,2018-06-01 10:15:05,5,359.33,"(0.0, 0.0, 0.0)",52.407888639718294,13.073170222342014
149,93,18.799999999999955,0.0,2018-06-01 10:15:05,105,359.33,"(0.0, 0.0, 0.0)",52.407888723537326,13.073169719427824
150,93,18.799999999999955,0.0,2018-06-01 10:15:05,205,359.33,"(0.0, 0.0, 0.0)",52.40788889117539,13.073169300332665
151,93,18.799999999999955,0.0,2018-06-01 10:15:05,305,359.33,"(0.0, 0.0, 0.0)",52.40788905881345,13.073168881237507
152,93,18.799999999999955,0.0,2018-06-01 10:15:05,405,359.33,"(0.0, 0.0, 0.0)",52.40788931027055,13.073168462142348
153,93,18.799999999999955,0.0,2018-06-01 10:15:05,505,359.33,"(0.0, 0.0, 0.01)",52.40788947790861,13.073168378323317
154,93,18.799999999999955,0.0,2018-06-01 10:15:05,605,359.33,"(0.0, 0.0, 0.01)",52.407889729365706,13.073168294504285
155,93,18.799999999999955,0.0,2018-06-01 10:15:05,705,359.33,"(0.0, 0.0, 0.01)",52.407889729365706,13.073168294504285
156,93,18.799999999999955,0.0,2018-06-01 10:15:06,805,359.33,"(0.0, 0.0, 0.01)",52.40788947790861,13.073168462142348
157,93,18.799999999999955,0.0,2018-06-01 10:15:06,905,359.33,"(0.0, 0.0, 0.01)",52.40788880735636,13.07316854596138
158,94,18.799999999999955,0.0,2018-06-01 10:15:06,5,359.33,"(0.0, 0.0, 0.0)",52.40788830444217,13.073168629780412
159,94,18.799999999999955,0.0,2018-06-01 10:15:06,105,359.33,"(0.0, 0.0, 0.0)",52.40788805298507,13.073168713599443
160,94,18.799999999999955,0.0,2018-06-01 10:15:06,205,359.33,"(0.0, 0.0, 0.0)",52.40788780152798,13.073168881237507
161,94,18.799999999999955,0.0,2018-06-01 10:15:06,305,359.33,"(0.0, 0.0, 0.0)",52.40788746625185,13.073169132694602
162,94,18.799999999999955,0.0,2018-06-01 10:15:06,405,359.33,"(0.0, 0.0, 0.0)",52.40788713097572,13.07316955178976
163,94,18.799999999999955,0.0,2018-06-01 10:15:06,505,359.33,"(0.0, 0.0, 0.0)",52.407886795699596,13.07316997088492
164,94,18.799999999999955,0.0,2018-06-01 10:15:06,605,359.33,"(0.0, 0.0, 0.0)",52.4078865442425,13.073170389980078
165,94,18.799999999999955,0.0,2018-06-01 10:15:06,705,359.33,"(0.0, 0.0, 0.0)",52.40788612514734,13.073171060532331
166,94,18.799999999999955,0.0,2018-06-01 10:15:07,805,359.33,"(0.0, 0.0, 0.0)",52.40788553841412,13.073171731084585
167,94,18.799999999999955,0.0,2018-06-01 10:15:07,905,359.33,"(0.0, 0.0, 0.0)",52.40788511931896,13.073172569274902
168,95,18.799999999999955,0.0,2018-06-01 10:15:07,5,359.33,"(0.0, 0.0, 0.0)",52.407884784042835,13.073173491284251
169,95,18.799999999999955,0.0,2018-06-01 10:15:07,105,359.33,"(0.0, 0.0, 0.0)",52.40788453258574,13.073174245655537
170,95,18.799999999999955,0.0,2018-06-01 10:15:07,205,359.33,"(0.0, 0.0, 0.0)",52.407884281128645,13.073175167664886
171,95,18.799999999999955,0.0,2018-06-01 10:15:07,305,359.33,"(0.0, 0.0, 0.0)",52.40788411349058,13.073176173493266
172,95,18.799999999999955,0.0,2018-06-01 10:15:07,405,359.33,"(0.0, 0.0, 0.0)",52.407883778214455,13.073177263140678
173,95,18.799999999999955,0.0,2018-06-01 10:15:07,505,359.33,"(0.0, 0.0, 0.0)",52.407883359119296,13.073178101330996
174,95,18.799999999999955,0.0,2018-06-01 10:15:07,605,359.33,"(0.0, 0.0, 0.0)",52.40788294002414,13.073178939521313
175,95,18.799999999999955,0.0,2018-06-01 10:15:07,705,359.33,"(0.0, 0.0, 0.0)",52.40788252092898,13.073179693892598
176,95,18.799999999999955,0.0,2018-06-01 10:15:08,805,359.33,"(0.0, 0.0, 0.0)",52.40788176655769,13.073180699720979
177,96,18.799999999999955,0.0,2018-06-01 10:15:09,805,359.33,"(0.0, 0.0, 0.0)",52.407877994701266,13.073187489062548
178,97,18.799999999999955,0.0,2018-06-01 10:15:10,805,359.33,"(0.0, 0.0, 0.0)",52.40787363611162,13.073189165443182
179,97,18.799999999999955,0.0,2018-06-01 10:15:10,905,359.33,"(0.0, 0.0, 0.0)",52.407873049378395,13.073189416900277
180,98,18.799999999999955,0.0,2018-06-01 10:15:10,5,359.33,"(0.0, 0.0, 0.0)",52.407872546464205,13.073189752176404
181,98,18.799999999999955,0.0,2018-06-01 10:15:10,105,359.33,"(0.0, 0.0, 0.0)",52.407872043550014,13.0731900036335
182,98,18.799999999999955,0.0,2018-06-01 10:15:10,205,359.33,"(0.0, 0.0, 0.0)",52.407871540635824,13.0731900036335
183,98,18.799999999999955,0.0,2018-06-01 10:15:10,305,359.33,"(0.0, 0.0, 0.0)",52.407871121540666,13.0731900036335
184,98,18.799999999999955,0.0,2018-06-01 10:15:10,405,359.33,"(0.0, 0.0, 0.0)",52.40787070244551,13.073189919814467
185,98,18.799999999999955,0.0,2018-06-01 10:15:10,505,359.33,"(0.0, 0.0, 0.0)",52.40787045098841,13.073190171271563
186,98,18.799999999999955,0.0,2018-06-01 10:15:11,805,359.33,"(0.0, 0.0, 0.0)",52.407870618626475,13.073191093280911
187,98,18.799999999999955,0.0,2018-06-01 10:15:11,905,359.33,"(0.0, 0.0, 0.0)",52.40787087008357,13.073191680014133
188,99,18.799999999999955,0.0,2018-06-01 10:15:11,5,359.33,"(0.0, 0.0, 0.0)",52.40787045098841,13.073191931471229
189,99,18.799999999999955,0.0,2018-06-01 10:15:11,105,359.33,"(0.0, 0.0, -0.04)",52.40787045098841,13.07319201529026
190,99,18.799999999999955,0.0,2018-06-01 10:15:11,205,359.33,"(0.0, 0.0, -0.04)",52.40787045098841,13.073191847652197
191,99,18.799999999999955,0.0,2018-06-01 10:15:11,305,359.33,"(0.0, 0.0, -0.04)",52.4078712053597,13.073191931471229
192,99,18.799999999999955,0.0,2018-06-01 10:15:11,405,359.33,"(0.0, 0.0, -0.04)",52.407872127369046,13.07319251820445
193,99,18.799999999999955,0.0,2018-06-01 10:15:11,505,359.33,"(0.0, 0.0, -0.03)",52.40787321701646,13.073193188756704
194,99,18.799999999999955,0.0,2018-06-01 10:15:12,805,359.33,"(0.0, 0.0, -0.03)",52.40787606686354,13.07319494895637
195,99,18.799999999999955,0.0,2018-06-01 10:15:12,905,359.33,"(0.0, 0.0, -0.03)",52.40787673741579,13.073195368051529
196,100,18.799999999999955,0.0,2018-06-01 10:15:12,5,359.33,"(0.0, 0.0, -0.03)",52.40787656977773,13.073195787146688
197,100,18.799999999999955,0.0,2018-06-01 10:15:12,105,359.33,"(0.0, 0.0, -0.03)",52.40787631832063,13.073196457698941
198,100,18.799999999999955,0.0,2018-06-01 10:15:12,205,359.33,"(0.0, 0.0, -0.03)",52.407876402139664,13.073197128251195
199,100,18.799999999999955,0.0,2018-06-01 10:15:12,305,359.33,"(0.0, 0.0, -0.03)",52.40787656977773,13.07319788262248
200,100,18.799999999999955,0.0,2018-06-01 10:15:12,405,359.33,"(0.0, 0.0, -0.04)",52.40787682123482,13.073198553174734
201,100,18.799999999999955,0.0,2018-06-01 10:15:12,505,359.33,"(0.0, 0.0, -0.04)",52.40787724032998,13.073198888450861
202,100,18.799999999999955,0.0,2018-06-01 10:15:12,605,359.33,"(0.0, 0.0, -0.04)",52.40787774324417,13.073199223726988
